CurrentlyListed,Name,RFMOName,IMO,NNR,VesselType,GearType,Flag,IRCS,MMSI,GT,DWT,Length,YearOfBuild,Depth,BuiltIn,OwnerName,OperatorName,VesselStatus,IOTC,Reason,ICCAT,Reason,IATTC,Reason,WCPFC,Reason,CCAMLR,Reason,SEAFO,Reason,INTERPOL,Reason,NEAFC,Reason,NAFO,Reason,SPRFMO,Reason,CCSBT,Reason,GFCM,Reason,NPFC,Reason,SIOFA,Reason
FALSE,PERMATA - 08,Permata 8,,92 NO. 1790/BC,Fishing Vessel,Longline,Indonesia,YEA5088,,92,,22,,,,"INTIMAS SURYA, PT, INTIMAS SURYA, PT., PT. INTIMAS SURYA","INTIMAS SURYA, PT, INTIMAS SURYA, PT., PT. INTIMAS SURYA",,,,2011-08-30 - 2012-06-21,,2005-12-26 - 2012-06-21,,,,,,,,,,,,,,,,,,,,,,,
FALSE,PERMATA 01,Permata 1,,90 NO. 1775/BC,"Fishing Vessel, Reefer",Longline,Indonesia,YEA5032,,90,,"23.320, 27.200",,,,"INTIMAS SURYA, PT, INTIMAS SURYA, PT., PT. INTIMAS SURYA","AGUS CIK; INTIMAS SURYA, PT, INTIMAS SURYA, PT., PT. INTIMAS SURYA",,,,2011-08-30 - 2012-06-21,,2005-12-26 - 2012-06-21,,,,,,,,,,,,,,,,,,,,,,,
FALSE,PERMATA 02,Permata 2,,106 NO. 1761/BC,Fishing Vessel,Longline,Indonesia,YEA5033,,106,,"22.430, 26.660",,,,"INTIMAS SURYA, PT, INTIMAS SURYA, PT., PT. INTIMAS SURYA","Sawali, SAWALI",,,,2011-08-30 - 2012-06-21,,2005-12-26 - 2012-06-21,,,,,,,,,,,,,,,,,,,,,,,
FALSE,PERMATA 102,Permata 102,,,,,Unknown,,,,,,,,,,,,,,,,2005-12-26 - 2011-07-01,,,,,,,,,,,,,,,,,,,,,,,
FALSE,PERMATA 138,Permata 138,,,,,Unknown,,,,,,,,,,,,,,,,2005-12-26 - 2011-07-01,,,,,,,,,,,,,,,,,,,,,,,
FALSE,PERMATA 6,Permata 6,,115 NO. 550/GA,Fishing Vessel,Longline,Indonesia,YEA5035,,115,,25.05,,,,"INTIMAS SURYA, PT, INTIMAS SURYA, PT., PT. INTIMAS SURYA","Lamijan, LAMIJAN",,,,2011-08-30 - 2012-06-21,,2005-12-26 - 2012-06-21,,,,,,,,,,,,,,,,,,,,,,,
TRUE,"PESCACISNE 1, PESCACISNE 2","PESCACISNE 1, PESCACISNE 2",9319856,,Fishing Vessel,,,9LU2119,514144000,1016,641,55,"200406, 2003, 2004",4.1,"Navia, Armon S.A., Astilleros (Navia , Spain), Spain",Eastern Holdings Ltd,Eastern Holdings Ltd,In Service/commission,2015-05-01 - ,,2015-10-02 - ,Following IOTC,,,,,2008-11-07 - ,Supporting the IUU activities of IUU listed vessels,2008-11-08 - ,,,,2008 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
TRUE,PHOENIX,No. 2 Choyu,8429991,,Fishing Vessel,Longline,Seychelles,S7SK,664246000,"450.000, 320.000",,53.5,198900,3.65,"Jong Shyn Shipbuilding Co., Ltd. - Kaohsiung, Chinese Taipei","HARVEST FISHERY LTD (COMPANY NO. 195466); Harvest Fishery Ltd, HARVEST FISHERY LTD","HARVEST FISHERY LTD (COMPANY NO. 195466); Harvest Fishery Ltd, HARVEST FISHERY LTD",In Service/commission,2019-12 - ,Cross-listing,2006-11-26 - ,Vessels greater than 24m not included in ICCAT Record of Vessels. Seen fishing in the MED during closed season,,,,,,,,,,,2006-11 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
FALSE,PRIMERO VI,Primero VI,,,,,Belize,V3HC3,,79,,23.8,2000,2,Shing Sheng Fa Boatbuilding Co. Ltd,Primero Fishery Co. Ltd,,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,PRIMERO VIII,Primero VIII,,,,,Belize,V3TE6,,79,,23.8,2001,2,Shing Sheng Fa Boatbuilding Co. Ltd,Primero Fishery Co. Ltd,,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
TRUE,PROGRESO,AL WESAM 5,,,"Fishing Vessel, Stern Trawler",Trawl unspecified,Cameroon,TJMC30,,"384.050, 384.000",,40,2015,4,,Marine Renown SARL,,,2018-05 - ,Contravention of IOTC Resolution 17/03,2018-06-06 - ,Cross-listing,,,,,,,,,,,2018-05 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
FALSE,PS REEFER,Senta,8221947,47238-15,"Reefer, Fish carrier",,Panama,3FRQ5,,2047,2085,"85.320, 85.318, 85.310",198209,5.52,"Tsukumi, Oita, 1982-09 Y.K. Tokai Zosensho - Tsukumi Yard/hull No.: 615, Panama, Japan",Pacsun Shipping SA,Pacsun Shipping SA,Broken Up,,,,,,,2008-06-04 - 2012-03-30,Transhipping on the high seas of the WCPFC Convention Area without being on the WCPFC Record of Fishing,,,,,,,,,,,,,,,,,,,,
TRUE,REYMAR 6,Reymar 6,,,,,Unknown,,,,,,,,,,,,2019-12 - ,Cross-listing,2013-08-20 - ,from IATTC,2005-12-26 - ,,,,,,,,,,2005 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
FALSE,ROBERTO,Eternal,8608470,,Reefer,,Madagascar,CXYZ,,571,319,48.01,198604,"3.150, 3.510","1986-04 Asahi Sangyo - Anan Yard/hull No.: 1906, Japan","Societe de Transport Maritime de L'est (STME), Societe de Transport Maritime de L'Est (STME)","Societe de Transport Maritime de L'est (STME), Societe de Transport Maritime de L'Est (STME)",Broken Up,,,,,,,,,2003-11-07 - 2005-11-04,Reported 58.4.2; Apprehended 58.5.1,,,,,,,,,,,,,,,,,,
FALSE,ROSITA,Rosita,8522169,M-01036,"Fishing Vessel, Stern Trawler",Trawl unspecified,Georgia,4LSL,,1898,690,62.26,198507,9.22,"Stralsund, VEB Volkswerft Stralsund - Stralsund Yard/hull No.: 682, German Democratic Republic",A B Bocyp Fishing Ltd,Northern Fishers Co (OOO 'Severnaya Rybolovetskaya Kompaniya'),Broken Up,,,,,,,,,,,2007-10-31 - 2009-11-13,,,,2004-04-18 - 2009-11-13,,2007-02-18 - 2009-11-13,,,,,,,,,,,
FALSE,RWAD 1,Rwad 1,8655409,,Fishing Vessel,Longline,,,,547,,52.9,199512,3.57,"Korea North Unknown, Korea, North",Rwad Al Ibtkar Co LLC,Eastward Exim & Fishing Pte. Ltd; Rwad Al Ibtkar Co LLC,In Service/commission,2010-03-05 - 2011-03-22,Contravention of IOTC Resolution 07/02 and 09/03,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,SACRED HEART,SACRED HEART,,IND-TN-MM-4814,Fishing Vessel,Lines unspecified,India,,,,,,,,,Metlan s/o Paniyadimai,,,2017-05 - 2018-12-14,Fishing without a license in the waters of the UK (OT),2017-07-15 - 2019,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,SAE IN VICTOR,South Ocean,9230646,0912002-6261106,Fishing Vessel,"Longline, Otter trawl",South Korea,DTBX5,441667000,647,,54.55,200012,3.65,"Lien Cherng Shipbuilding Co., Ltd, Kaohsiung, Taiwan",Jeongil Corp,Jeongil Corp,In Service/commission,,,,,,,,,2004-11-05 - 2008-11-07,Fishing inside Division 58.4.3; 58.4.3b; 58.4.3b; Inside Division 58.4.3b; Fishing inside Division 58.4.3b,2007-10-31 - 2008-11-07,,,,,,,,,,,,,,,,,
TRUE,SAGE,Chia Hao No. 66,7825215,00-0001742,"Fishing Vessel, Fishery support vessel",Longline,,,,669,,53.68,197903,"3.800, 3.760, 3.750","Shizuoka, Shizuoka, Kanasashi Shipyard Co. Ltd., Japan",Rptd Sold Undisclosed Interest,"Jetmark International Fishing Inc, JETMARK INTERNATIONAL FISHING INC; JETMARK INTERNATIONAL FISHING INC; Rptd Sold Undisclosed Interest",In Service/commission,2019-12 - ,Cross-listing,2011-08-30 - ,,2005-12-26 - ,,,,,,,,,,2005 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
TRUE,SAMUDERA PASIFIC NO.18,Samudera Pasifik No. 18,,505 No. 1064/Pd,Fishing Vessel,Longline,Indonesia,YGGY,,505,,49.3,,,,,,,2019-12 - ,Cross-listing,2013-11-25 - ,ICCAT Contravention of ICCAT Rec. 12-06,,,,,,,,,,,2015-05 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
TRUE,SAMUDERA PERKASA 11,Samudera Perkasa 11,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2015-05 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,SAMUDERA PERKASA 12,Samudera Perkasa 12,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2015-05 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
FALSE,SANT YAGO TRES,TS Excellence,8919427,"CCP-3001-2014, PUERTO QUETZAI CCP-3001-2014",Fishing Vessel,Purse seine,Guatemala,TGSY3,332001000,"2027.000, 2109.000",1650,79.8,199109,8.9,"Huelva, Huelva S.A., Astilleros De, Spain","Atunera Nacional, SA; Atunera Sant Yago SA; SMNCS; Alamary","Atunera Nacional, SA; Jealsa Rianxeira SA",In Service/commission,2005-06-03 - 2006-05-26,Contravention of IOTC Resolution 02/04,,,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,SEA STAR V,Polestar,8914221,48330-16-A,"Fish carrier, Reefer",,Panama,3EYI5,372210000,4574,5470,"120.202, 110.800",199002,9.95,"Fukuoka, Fukuoka, Fukuoka Zosen K.K. - Fukuoka Yard/hull No.: 1154, Japan","HABITAT INTERNATIONAL CORP, HABITAT INTERNATIONAL CORP., Habitat International Corporation, HABITAT INTERNATIONAL CORPORATION","Shandong Zhonglu Fishery Shipping Co Ltd; HABITAT INTERNATIONAL CORP, HABITAT INTERNATIONAL CORP., Habitat International Corporation, HABITAT INTERNATIONAL CORPORATION",In Service/commission,,,,,,,,,,,2007-10-31 - 2008-11-14,,,,2006-06-09 - 2008-10-29,090606 Sighted by ISL Transhipping 190706 OBS by ICG surveillance aircraft in RA. Transhipping with IUU vessels.,2006-12-04 - 2008-11-14,,,,,,,,,,,
TRUE,SEA URCHIN,SEA URCHIN,7424891,,Fishing Vessel,,Unknown,,,484,373,48.29,197400,3.51,"Ichikikushikino, Kagoshima, 1974 Minami-Nippon Zosen K.K. - Kushikino Yard/hull No.: 220, Japan",Rptd Sold Undisclosed Interest,Rptd Sold Undisclosed Interest,In Service/commission,2019-12 - ,Cross-listing,2019 - ,Cross-listing,,,,,2007-11-02 - ,Fishing inside Division 58.4.4b,2007-11-02 - ,,,,2007 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
TRUE,SEA VIEW,AL WESAM 2,8692342,,Fishing Vessel,,Cameroon,,,395.26,,45,199610,5.5,Thailand,Marine Renown SARL; Vichai Sangsukiam,Vichai Sangsukiam,In Service/Commission,2018-05 - ,Contravention of IOTC Resolution 17/03,2018-06-06 - ,Cross-listing,,,,,,,,,,,2018 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,SEA WIND,AL WESAM 1,8692354,,Fishing Vessel,Trawls,Cameroon,,,430,,46,201001,4.1,Thailand,Marine Renown SARL; Vichai Sangsukiam,Vichai Sangsukiam,In Service/Commission,2018-05 - ,Contravention of IOTC Resolution 17/03,2018-06-06 - ,Cross-listing,,,,,,,,,,,2018-05 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
FALSE,SHALOM,SHALOM,,INT-TN-15-MM-5269,Fishing Vessel,"Gillnets, Longline",India,,,,,,,,,,,,2017-05 - 2018-12-14,"Fishing without a license, use of prohibited gear and no logbook in the waters of the UK (OT)",2017-07-15 - 2019,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,,
FALSE,SHENG I TSAI 313,Sheng I Tsai 313,,,,,Unknown,V3VZ7,,97,,28.2,2002,2.1,"Jin Jiahn Lih Shipbuilding Co., Ltd.",,,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
TRUE,SHENG JI QUN 3,SHENG JI QUN 3,,69 00 546 023,Fishing Vessel,Longline,,CPA311,,,,,,,,Chang Lin Pao-Chun,Chen Chen Tsai,,2017-05 - ,Contravention of IOTC Resolution 11/03,2017-07-15 - ,Following IOTC,,,,,,,,,,,2017-07 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
FALSE,SHIN YEOU NO. 16,Shin Yeou No. 16,8431372,"CT7-0157, 011182",Fishing Vessel,Longline,Taiwan,BI2157,416612000,723,,56.15,198811,3.85,"Kaohsiung, Taiwan Machinery Manufacturing Corp. - Kaohsiung, Chinese Taipei, Taiwan",Unifishery Enterprise Co Ltd,Unifishery Enterprise Co Ltd,In Service/commission,,,2005-11-20 - 2006-11-26,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,SHUEN SIANG,Shuen Siang,,,,,,,,,,,,,,,,,2014-06-05 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2014-06 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,"SHUN CHANG NO. 3, SHUN CHANG 3, ??3?",No. 3 Choyu,8430550,"(JI)CHUAN DENG(JI)(2017)FT-200015, 1300001990120001, 13000058",Fishing Vessel,Longline,China,BZTX3,,700,,49.4,199012,3.75,"Kaohsiung, Lien Ho Shipbuilding Co., Ltd. - Kaohsiung, Chinese Taipei, Lien Ho Shipbuilding Co. Ltd., Lien Ho Shipbuilding Company, Ltd.","??????????????; Zhong Yu Global Seafood Co., Zhong Yu Global Seafood Corp., ZHONG YU GLOBAL SEAFOOD CORP., ZHONGYU GLOBAL SEAFOOD, ZHONGYU GLOBAL SEAFOOD CORP., Zhongyu Global Seafood Corporation; ????????????; CNFC OVERSEAS FISHERIES CO.,LTD, CNFC Overseas Fisheries Company, Ltd.","??????????????; Zhong Yu Global Seafood Co., Zhong Yu Global Seafood Corp., ZHONG YU GLOBAL SEAFOOD CORP., ZHONGYU GLOBAL SEAFOOD, ZHONGYU GLOBAL SEAFOOD CORP., Zhongyu Global Seafood Corporation; ????????????; CNFC OVERSEAS FISHERIES CO.,LTD, CNFC Overseas Fisheries Company, Ltd.",Broken Up,2019-12 - ,Cross-listing,2006-11-26 - ,Vessels greater than 24m not included in ICCAT Record of Vessels. Seen fishing in the MED during closed season,,,,,,,,,,,2006 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
TRUE,SHUN LAI,SHUN LAI (HSIN JYI WANG NO. 6),,,,Unknown,,CPA514,,,,,,,,Lee Cheng Chung,Sun Han Min,,2017-05 - ,Contravention of IOTC Resolution 11/03,2017-07-15 - ,Following IOTC,,,,,,,,,,,2017 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
FALSE,SHUN SING NO. 1,Chin Jui Yng No. 11,8977558,,"Fishing Vessel, Trawler","Longline, Trawl unspecified",Unknown,,,276,,32.06,198400,2.53,"Higashi Kyushu Zosen K.K., Japan",Macalluns SA,Macalluns SA,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,SIBLEY,Sibley,7930034,35696PEXT1,Fishing Vessel,Longline,Panama,HO2894,,348,,49.92,198005,3.66,"Niigata, Niigata, Niigata Shipbuilding & Repair Inc, Japan",Baypamar Fishing SA,"OHNO SUISAN, Ono Suisan KK; Baypamar Fishing SA",Total Loss,,,,,,,,,2003-11-07 - 2010-11-01,,2007-10-31 - 2010,,,,,,,,,,,,,,,,2020 - 2020,"Cross-listing	"
TRUE,SIN SHUN FA 6,Sin Shun Fa 6,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2015 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,SIN SHUN FA 67,Sin Shun Fa 67,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2015 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,SIN SHUN FA 8,Sin Shun Fa 8,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2015 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,SIN SHUN FA 9,Sin Shun Fa 9,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2015 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,SOUTHERN STAR 136,Southern Star 136,7378119,400450,Fishing Vessel,,St. Vincent and the Grenadines,,,318,432,51.21,197403,3.79,"Fukuoka, Fukuoka, Tokushima Zosen K.K. - Fukuoka Yard/hull No.: 1128, Japan",Rptd Sold Undisclosed Interest,Rptd Sold Undisclosed Interest,In Service/commission,2019-12 - ,Cross-listing,2005-11-20 - ,fishing in Brazilian waters with no licence,,,,,,,,,,,2005 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
TRUE,SRI FU FA 168,Sri Fu Fa 168,,,Fishing Vessel,Longline,,,,40.19,,,,,,,,,2014-06-05 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2014-06 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,SRI FU FA 18,Sri Fu Fa 18,,,Fishing Vessel,Longline,,,,61.76,,,,,,,,,2014-06-05 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2014 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,SRI FU FA 188,Sri Fu Fa 188,,,,,,,,,,,,,,,,,2014-06-05 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2015 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,SRI FU FA 189,Sri Fu Fa 189,,,Fishing Vessel,Longline,,,,64,,,,,,,,,2014-06-05 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2015 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,SRI FU FA 286,Sri Fu Fa 286,,,Fishing Vessel,Longline,,,,63.77,,,,,,,,,2014-06-05 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2014-06 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,SRI FU FA 67,Sri Fu Fa 67,,,,,,,,,,,,,,,,,2014-06-05 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2015 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,SRI FU FA 888,Sri Fu Fa 888,,,,,,,,,,,,,,,,,2014-06-05 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2014-06 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
TRUE,"STS-50, SUN TAI 2, STD 2",STS-50,8514772,MNLD010698,"Fishing Vessel, Reefer",Longline,"Unknown, Philippines","5VDR2, DYJS",,"384.000, 498.000",452,53.52,198510,3.76,"Shizuoka, Shizuoka, KK Kanasashi Zosen - Shizuoka SZ, Japan",Marine Fisheries Corporation Co Ltd,"Dongwon Industries Co Ltd, DONGWON INDUSTRIES CO LTD",In Service/commission,2019-12 - ,Cross-listing,2019 - ,Cross-listing,,,,,2016-10-28 - ,Landing IUU catch,2016 - ,From CCAMLR,,,2016 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2018 - ,,,,2019 - ,Cross-listing
TRUE,SUMMER REFER,OKAPI MARTA,7816472,,"Fish carrier, Reefer",,,,,2617,1960,74.67,198705,4.71,"Huelva, Spain",Africa Maritime Co SA,Africa Maritime Co SA,In Service/commission,2019-12 - ,Cross-listing,2020 - ,Cross-listing,,,,,,,,,,,2016 - ,Cross-listing,,,,,,,2016 - ,,,,2019 - ,Cross-listing
FALSE,SUNNY JANE,Sunny Jane,7347407,,Reefer,,Unknown,V3KG2,,1327,1666,74.12,197406,6.56,"Uusikaupunki, Uudenkaupungin Telakka Oy (Nystads Varv Ab) - Uusikaupunki Yard/hull No.: 275, Finland",Rptd Sold Undisclosed Interest,Rptd Sold Undisclosed Interest,Broken Up,,,,,,,,,,,2007-10-31 - 2011-04-04,,,,2004-07-01 - 2010-11-12,010704 OBS by ISL transhipping in the NEAFC Regulatory Area 270505 OBS by ISL Transhipping with and IUU Vessel,2007-02-18 - 2011-07-13,,,,,,,,,,,
TRUE,TA FU NO. 1,Ta Fu 1,9259070,,Fishing Vessel,,Unknown,,,125,,25.8,200108,,"China, Province Of Taiwan, Builders Unk, Chinese Taipei",Ching Tsuen Tsay Kuo,Ching Tsuen Tsay Kuo,In Service/commission,2019-12 - ,Cross-listing,2013-08-20 - ,,2005-12-26 - ,,,,,,,,,,2005 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
FALSE,TARUMAN,Taruman,7235733,,"Fishing Vessel, Stern Trawler",Trawl unspecified,North Korea,,,2169,,76.51,197301,8.16,"Sovik, Aker Yards As Soviknes, Norway",Rulfend Corp SA,Manuel Barros Rivadulla,Broken Up,,,,,,,,,2005-11-04 - 2009-10-23,Fishing inside Subarea 88.1,2007-10-31 - 2009-10-23,,,,,,,,,,,,,,,,,
FALSE,TARZAN 28,Tarzan 28,,,,,Nicaragua,,,90,,27.6,2002,2,Chien Renn Shipbuilding Co. Ltd,,Bluefin Todo De Belize Co. Ltd.,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,"TARZAN III, TARZAN NO. 3",Tarzan III,8994362,,Fishing Vessel,Longline,,,,105,,23.8,199801,3.25,"Tigre, Argentina, Tecnonaval S.A.",Wang Ming-Fa,Wang Ming-Fa,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,TARZAN VIII,Tarzan VIII,8994374,,Fishing Vessel,,Nicaragua,,,113,,23.1,199701,4.5,"Tigre, Tecnonaval S.A., Argentina",Tankan Marine SA (TAMASA),Wang Ming-Fa,In Service/commission,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,TARZAN XII,Tarzan XII,8994386,,Fishing Vessel,,Nicaragua,V3NU9,,113,,"23.100, 26.500",199701,4.5,"Tigre, Tecnonaval S.A., Argentina",Tankan Marine SA (TAMASA); Hung Chuan Wang Shih / Astillero Mariscos del Pacífico SA; Wang Ming-Fa,Wang Ming-Fa,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
FALSE,TCHAW,Tchaw,6818930,,"Fishing Vessel, Trawler",Trawl unspecified,,,,729,800,53,196800,7.12,"Gijon, Musel S.A., Maritima Del (Gijon , Spain), Spain",His-To Co Ltd,Jose Manuel Salgueiro,Broken Up,,,,,,,,,2005-11-04 - 2017,Inside Division 58.4.3b; Fishing inside Division 58.4.2; Inside Division 58.4.3b; 58.4.4a; Fishing inside Division 58.4.3b,2007-10-31 - 2018,,,,,,,,,,,,2014-05 - 2018,,,,,
TRUE,TCHING YE NO. 6,Tching Ye No. 6,,,,,Unknown,V3GN,,11800,,2450,1997,325,Tecnonaval SA,Costado Este de UCR; Bluefin SA,,,2019-12 - ,Cross-listing,2013-08-20 - ,,2009-06-06 - ,,,,,,,,,,2009 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,2014-05 - ,,,,2019 - ,Cross-listing
FALSE,THUNDER,Thunder,6905408,,"Reefer, Factory Stern Trawler, Fishing Vessel",Trawl unspecified,Nigeria,5NTV,,1175,660,61.75,196903,7.01,"Ulsteinvik, Hatlo Verksted As, Norway",Rptd Sold Undisclosed Interest; Royal Marine and Spares Nigeria Ltd,Rptd Sold Undisclosed Interest,Total Loss,,,,,,,,,2006-11-03 - 2015-10,,2007-10-31 - 2015-12,,,,,,,,,,,,,,,,,
TRUE,TIAN LUNG NO. 12,Tian Lung No. 12,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,2015-05 - ,Cross-listing,,,,,2020-02-26 - ,Cross-listing,,,,,2020 - ,Cross-listing
FALSE,TIANTAI,Tiantai,7905039,,Reefer,,Unknown,,,1884,2144,75.39,198003,7.27,"Frederikshavn, Denmark",Rptd Sold Undisclosed Interest,Rptd Sold Undisclosed Interest,Total Loss,,,,,,,,,2012-11-15 - 2014-10-20,Inside Division 58.4.1,2012-11-15 - 2014-10-20,Adopted from CCAMLR,,,,,,,,,,,,,,,,
FALSE,"TONINA NO. 5, NO.5 TONINA",Tonina V,9001423,9409001-6210008,Fishing Vessel,Longline,South Korea,6NKA,440645000,"408.000, 617.000",455,56.07,198908,3.84,"Busan, Dae Sun Shipbuilding & Engineering Co Ltd - Busan Yard/hull No.: 354, Korea (Republic of), Korea, South","Dongwon Industries Co Ltd, DONGWON INDUSTRIES CO LTD","Dongwon Industries Co Ltd, DONGWON INDUSTRIES CO LTD",In Service/commission,,,2006-11-26 - 2010,Vessels greater than 24m not included in ICCAT Record of Vessels. Seen fishing in the MED during closed season,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRINITY,Trinity,7321374,,"Fishing Vessel, Trawler",Trawl unspecified,Unknown,,,337,159,36.94,197300,3.92,"Vigo, Construcciones Navales P. Freire S.A. - Vigo Yard/hull No.: 78, Spain",Fairmat GH - Holiday Fishing Ghana,,In Service/commission,2019-12 - ,Cross-listing,2020 - ,Cross-listing,,,,,,,2007-10-31 - ,,,,2004-09-13 - ,OBS with Panamanian Flag. OBS by GBR FIS in RA,2007-02-18 - ,Following NEAFC,,,,,2014-05 - ,,,,2019 - ,Cross-listing
FALSE,ULLA,Ulla,8606836,C-00971,"Fishing Vessel, Stern Trawler",Trawl unspecified,Georgia,4LLA,,1895,690,62.25,198607,9.2,"Stralsund, VEB Volkswerft Stralsund - Stralsund Yard/hull No.: 715, German Democratic Republic",Global Invest Ltd SA,Global Invest Ltd SA,Broken Up,,,,,,,,,,,2007-10-31 - 2009-11-13,,,,2004-04-01 - 2009-11-13,,2006-09-22 - 2009-11-13,NAFO Div. 1F,,,,,,,,,,
